10870,1435993377002,-2.606687,8.921394,-2.428319
10871,1435993377022,0.008379706,9.179369,0.0053869537
10872,1435993377043,-0.80325466,4.8458643,5.217564
10873,1435993377061,-0.260968,3.6469676,-0.3298013
10874,1435993377082,-2.8772318,6.979098,-6.203975
10875,1435993377101,-3.6248214,16.475698,2.7252002
10876,1435993377122,-0.88046765,19.608511,1.5185224
10877,1435993377142,2.5510218,17.190968,2.4432828
10878,1435993377165,6.192004,7.065289,-0.5177461
10879,1435993377182,-5.033809,3.0879216,-3.7074213
10880,1435993377200,-9.69113,9.713875,-3.675698
10881,1435993377223,-5.269638,15.031397,-1.6609775
10882,1435993377269,-1.5454572,10.392033,2.3546975
10883,1435993377270,0.4961983,6.8504095,2.8455088
10884,1435993377285,-0.11731588,9.683349,1.678934
10885,1435993377304,-1.970428,10.958859,1.2000936
10886,1435993377318,-3.1010897,9.176376,1.2000936
10887,1435993377339,-1.4496891,8.788516,1.5346833
10888,1435993377360,0.24301147,9.890448,1.1899183
10889,1435993377382,0.05686229,10.4883995,0.40342298
10890,1435993377405,-1.240795,9.686341,-0.54527944
10891,1435993377430,-2.0320787,9.020754,-1.039682
10892,1435993377442,-1.7561469,9.293693,-1.0923545
10893,1435993377490,-1.2785037,9.880871,-0.87089086
10894,1435993377491,-1.3796587,10.0664215,-0.9475053
10895,1435993377505,-2.3864205,9.627085,-1.6765398
10896,1435993377521,-2.5127146,10.068216,-1.9375077
10897,1435993377538,-1.8680758,10.3226,-0.97743285
10898,1435993377559,-1.1091139,10.455479,0.17956513
10899,1435993377582,-0.78769237,11.533468,0.11971009
10900,1435993377600,-1.2360066,11.162966,-0.022146367
10901,1435993377621,-1.2114661,11.022904,0.717662
10902,1435993377643,-1.821389,11.386225,2.735974
10903,1435993377663,-1.2964603,13.163919,4.571728
10904,1435993377682,-0.19991584,15.078682,4.667496
10905,1435993377704,3.318962,16.487072,5.424064
10906,1435993377721,3.9564183,16.134525,4.365228
10907,1435993377746,-2.3110032,13.172299,-3.2513258
10908,1435993377761,-5.3941364,11.009736,-10.157999
10909,1435993377780,-5.341464,16.263813,-12.023083
10910,1435993377801,-4.3400893,9.115324,-14.471153
10911,1435993377821,-2.3038206,4.5118732,-14.932636
10912,1435993377840,-1.8734628,3.618836,-8.160637
10913,1435993377866,-2.4492683,3.709217,-7.3340383
10914,1435993377886,-2.2463598,3.4901476,-8.796896
10915,1435993377903,-1.7310078,3.0969,-9.43495
10916,1435993377921,-0.7314286,2.284667,-9.844358
10917,1435993377942,0.2765303,1.4293385,-9.55885
10918,1435993377960,0.12928689,1.1031284,-6.5337763
10919,1435993377981,-0.5919664,2.1110873,-6.4936733
10920,1435993378007,1.1372458,3.027468,-4.0863037
10921,1435993378022,2.0111294,3.6044707,-4.5274353
10922,1435993378043,1.0857705,7.2059484,-7.99005
10923,1435993378064,-0.93852705,11.662755,-8.526949
10924,1435993378089,-3.1160536,13.220183,-9.591172
10925,1435993378145,-4.4298716,10.881048,-8.447342
10926,1435993378146,-3.5607765,9.049484,-4.473566
10927,1435993378147,-0.57281274,9.1272955,-2.4420857
10928,1435993378165,-0.5386954,9.673173,-2.9388826
10929,1435993378186,-4.1521444,7.877522,-0.13826515
10930,1435993378200,-3.5936968,2.7401638,0.059855044
10931,1435993378220,-1.5233108,6.6630635,-2.7665
10932,1435993378242,-3.8863878,16.386515,3.2076318
10933,1435993378260,1.7753005,19.487005,2.8137856
10934,1435993378280,11.362283,14.837466,2.5073278
10935,1435993378300,3.9103298,7.017405,-0.10534488
10936,1435993378319,-7.6722193,4.514866,-3.657143
10937,1435993378339,-11.003751,10.247782,-3.3686419
10938,1435993378364,-7.961319,13.451223,-2.7569232
10939,1435993378384,-1.6238673,8.8328085,1.2431892
10940,1435993378405,4.7459064,9.064447,2.7647045
10941,1435993378424,1.2587515,11.051635,1.335366
10942,1435993378442,-4.2898107,10.253767,0.9211691
10943,1435993378462,-5.017648,8.286931,1.6418238
10944,1435993378484,-1.5729905,8.438962,2.082357
10945,1435993378501,0.39683893,9.982025,1.5634137
10946,1435993378524,-0.4249708,10.638037,0.7230489
10947,1435993378546,-1.809418,9.4972,-0.24301147
10948,1435993378562,-2.5192988,8.946533,-0.84934306
10949,1435993378582,-1.9363106,9.722255,-1.0283096
10950,1435993378607,-1.3928268,10.010756,-0.7589619
10951,1435993378627,-1.4431051,9.238028,-0.5189432
10952,1435993378646,-2.4169466,8.759187,-1.043872
10953,1435993378666,-2.7862523,9.592968,-1.3982137
10954,1435993378682,-1.6184803,10.341754,-1.0336965
10955,1435993378701,-1.4814123,10.035296,-0.4997896
10956,1435993378725,-1.9925743,10.103531,-0.6937199
10957,1435993378810,-1.869273,11.036073,-0.9660604
10958,1435993378811,-1.7866731,10.773309,-0.88944596
10959,1435993378812,-1.1845313,10.371682,0.40641573
10960,1435993378813,-0.63206923,10.59554,2.831742
10961,1435993378823,1.1677719,12.694656,4.238934
10962,1435993378840,0.8948329,14.824298,3.7912183
10963,1435993378860,3.4093432,19.465458,5.593454
10964,1435993378880,2.2840683,18.87828,2.2661119
10965,1435993378902,-4.7788267,11.00435,-7.7931266
10966,1435993378925,-6.0040593,13.804368,-10.50875
10967,1435993378945,-5.0781016,10.491392,-16.025589
10968,1435993378964,-2.1254525,5.60722,-16.364368
10969,1435993378984,0.30406362,3.6649241,-10.263943
10970,1435993379008,0.8972271,3.1226375,-6.944382
10971,1435993379024,0.09696517,2.790442,-6.8426285
10972,1435993379044,-1.1252748,2.332551,-7.0808516
10973,1435993379065,-1.0552444,1.7184383,-9.037513
10974,1435993379084,-0.581791,1.4425066,-10.197504
10975,1435993379104,-0.25917232,1.0450691,-9.394249
10976,1435993379125,-2.2427685,1.7860745,-7.639299
10977,1435993379145,-2.0362685,2.1511903,-7.9756846
10978,1435993379164,0.4902128,2.212841,-4.9045224
10979,1435993379190,3.1411927,4.349666,-4.4382515
10980,1435993379205,3.430891,9.770737,-8.007407
10981,1435993379229,-0.47644615,13.945626,-8.339603
10982,1435993379275,-3.719991,14.345458,-9.890448
10983,1435993379276,-6.5601125,9.942521,-7.792528
10984,1435993379286,-5.5365915,7.897873,-4.2922053
10985,1435993379300,-1.5089456,9.287707,-2.7736826
10986,1435993379325,-1.5532384,7.351995,3.2770636
10987,1435993379356,-0.0712275,1.9758149,2.1679497
10988,1435993379375,-2.1254525,9.233837,-2.4361002
10989,1435993379390,1.06123,19.015348,0.31603462
10990,1435993379400,5.0320134,19.608511,3.0801406
10991,1435993379420,7.2125325,11.307216,1.5771804
10992,1435993379441,-3.9552212,2.3259668,-4.307169
10993,1435993379460,-11.997345,4.708796,-6.805518
10994,1435993379480,-10.425551,13.673884,-5.7909756
10995,1435993379501,-2.4091654,14.371795,-0.25079262
10996,1435993379520,3.846285,7.813477,2.429516
10997,1435993379540,1.0049661,8.078036,2.9843724
10998,1435993379561,-1.7034745,10.782288,3.2435448
10999,1435993379580,-3.50152,9.527725,4.1054573
11000,1435993379601,-1.6466122,7.948151,3.2597055
11001,1435993379622,-0.26635495,9.228451,0.7469909
11002,1435993379641,-1.1019313,10.6877165,-0.10115502
11003,1435993379661,-1.7884687,9.882068,-0.18794483
11004,1435993379682,-1.8411411,9.137471,-0.39743748
11005,1435993379709,-1.1671734,9.466674,-0.6159084
11006,1435993379729,-0.9139865,9.928755,-0.6596026
11007,1435993379756,-1.644218,9.820416,-0.7128736
11008,1435993379789,-2.92751,8.9519205,-1.1522095
11009,1435993379790,-3.1196449,9.401431,-1.2072762
11010,1435993379805,-2.1960814,9.94312,-0.81283146
11011,1435993379820,-1.7208325,9.948506,-0.25378537
11012,1435993379842,-1.899799,10.66976,-0.04249708
11013,1435993379866,-1.6352397,11.73518,0.15682021
11014,1435993379886,-1.4856021,11.136629,-0.30645782
11015,1435993379902,-1.4556746,10.532093,-0.0011971008
11016,1435993379928,-1.7818847,10.929531,1.228824
11017,1435993379996,-1.2324153,12.832322,3.0388405
11018,1435993380012,-0.84216046,15.328278,3.5511997
11019,1435993380013,1.7100586,17.630302,4.4406457
11020,1435993380014,2.56419,16.816874,5.2020016
11021,1435993380037,0.8559271,15.113399,0.006584055
11022,1435993380047,-3.7966053,10.107122,-7.4830775
11023,1435993380061,-2.8107927,13.4739685,-8.903438
11024,1435993380085,-3.567959,11.648989,-11.3880205
11025,1435993380102,-3.139397,6.030994,-14.267048
11026,1435993380121,-1.9135658,4.1455603,-10.664971
11027,1435993380141,-1.9680338,4.2981906,-6.6534867
11028,1435993380162,-2.755726,4.1641154,-8.024766
11029,1435993380181,-2.5713725,2.926313,-8.773552
11030,1435993380201,-1.7310078,1.9075803,-8.948928
11031,1435993380222,-1.0073603,1.6879122,-10.180744
11032,1435993380241,-0.98700964,0.97144735,-10.107721
11033,1435993380261,-2.2254105,1.0941502,-7.8128786
11034,1435993380282,-2.0685902,1.6496049,-6.766014
11035,1435993380301,2.3080103,2.695871,-2.8365304
11036,1435993380321,4.6202106,5.73531,-5.959168
11037,1435993380342,0.28191724,13.250111,-7.0186024
11038,1435993380361,-2.6886885,16.387712,-10.270527
11039,1435993380397,-5.457583,11.212047,-8.935161
11040,1435993380404,-5.7418942,7.439982,-4.987122
11041,1435993380424,-1.8375498,7.727885,-2.6497827
11042,1435993380444,1.9369092,10.527305,-0.031124622
11043,1435993380464,-0.2681506,6.205771,3.965995
11044,1435993380485,-1.3192052,1.7591397,-0.5770026
11045,1435993380503,-3.044826,6.1716533,-6.4248405
11046,1435993380525,-5.183447,15.245678,1.2814964
11047,1435993380544,-1.946486,19.608511,-0.7170634
11048,1435993380563,0.5518635,19.09316,2.5761611
11049,1435993380591,10.15381,7.776367,0.7835025
11050,1435993380639,-0.724246,2.9939492,-0.830788
11051,1435993380640,-10.548853,8.037933,-3.690662
11052,1435993380644,-7.803302,15.719131,-3.7547069
11053,1435993380666,-2.6030958,11.64001,1.1270704
11054,1435993380686,2.0087352,6.818088,2.043451
11055,1435993380703,0.40880993,9.675568,0.6476316
11056,1435993380724,-3.702633,10.866084,0.6805518
11057,1435993380746,-5.2157683,8.853758,1.5741876
11058,1435993380763,-1.5376761,8.450933,2.6982653
11059,1435993380783,1.4173675,9.774927,2.3780408
11060,1435993380807,0.7206547,10.660183,1.1450269
11061,1435993380829,-1.5346833,9.270349,-0.4973954
11062,1435993380848,-2.758719,8.494628,-1.1510124
11063,1435993380864,-2.042254,9.364322,-0.9427169
11064,1435993380887,-0.9744401,10.159795,-0.62847793
